Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee,PlayersHome,RatingHome,PotentialHome,PlayersAway,RatingAway,PotentialAway
2015,20,16/01/2016,Villarreal,0-0,Betis,El Madrigal,González González,"[['Areola', 'Mario Gaspar', 'Víctor Ruiz', 'Musacchio', 'Adrián Marín', 'Bruno Soriano', 'Denis Suárez', 'Manu Trigueros', 'Jonathan dos Santos', 'Bakambu', 'Soldado'], ['Leo Baptistão', 'Samu Castillejo', 'Barbosa', 'Pina', 'Rukavina', 'Eric Bailly', 'Nahuel']]","[[78, 79, 80, 81, 70, 81, 78, 79, 79, 79, 80], [78, 77, 75, 78, 76, 78, 73]]","[[86, 83, 81, 85, 80, 81, 85, 84, 83, 84, 80], [83, 85, 75, 78, 76, 86, 85]]","[['Adán', 'Piccini', 'Pezzella', 'Bruno', 'Vargas', 'Fabián', ""N'Diaye"", 'Cejudo', 'Kadir', 'Petros', 'Rubén Castro'], ['Molinero', 'Jorge Molina', 'Portillo', 'Joaquín', 'Van Wolfswinkel', 'Digard', 'De la Calzada']]","[[77, 73, 73, 74, 76, 70, 77, 74, 73, 76, 79], [72, 75, 75, 79, 73, 76, 62]]","[[77, 80, 79, 78, 76, 86, 81, 74, 73, 78, 79], [72, 75, 76, 79, 74, 76, 70]]"
2015,20,16/01/2016,Real Sociedad,1-1,Deportivo de La Coruña,Anoeta,Martínez Munuera,"[['Rulli', 'Elustondo', 'Carlos Martínez', 'Iñigo Martínez', 'Yuri', 'Rubén Pardo', 'Xabi Prieto', 'Markel Bergara', 'Jonathas', 'Carlos Vela', 'Bruma'], ['Oyarzabal', 'Illarramendi', 'Héctor Hernández', 'Oier Olazábal', 'Mikel González', 'Zaldúa', 'De la Bella']]","[[79, 71, 78, 80, 73, 77, 77, 76, 79, 81, 76], [71, 79, 66, 70, 76, 72, 77]]","[[86, 79, 78, 84, 75, 83, 77, 76, 81, 82, 85], [83, 83, 72, 72, 76, 78, 77]]","[['Lux', 'Laure', 'Juanfran', 'Lopo', 'Sidnei', 'Luisinho', 'Fernando Navarro', 'Mosquera', 'Álex Bergantiños', 'Luis Alberto', 'Lucas Pérez'], ['Jonás Gutiérrez', 'Fajr', 'Manu Fernández', 'Manuel Pablo', 'Cani', 'Jonathan Rodríguez', 'Rober Pier']]","[[76, 74, 74, 60, 77, 74, 75, 78, 74, 75, 79], [74, 76, 67, 67, 74, 74, 63]]","[[76, 74, 75, 71, 79, 74, 75, 79, 74, 83, 80], [74, 77, 67, 67, 74, 82, 75]]"
2015,20,17/01/2016,Valencia,2-2,Rayo Vallecano,Camp de Mestalla,Prieto Iglesias,"[['Ryan', 'Barragán', 'João Cancelo', 'Mustafi', 'Aderlan Santos', 'André Gomes', 'Danilo', 'Parejo', 'Santi Mina', 'Rodrigo', 'Negredo'], ['Alcácer', 'Bakkali', 'Piatti', 'Rubén Vezo', 'De Paul', 'Jaume', 'Zahibo']]","[[78, 76, 75, 82, 80, 80, 78, 82, 75, 79, 81], [80, 76, 79, 76, 77, 74, 63]]","[[83, 76, 84, 87, 82, 87, 85, 84, 84, 84, 81], [88, 85, 81, 83, 85, 78, 73]]","[['Juan Carlos', 'Tito', 'Llorente', 'Zé Castro', 'Quini', 'Nacho', 'Jozabed', 'Trashorras', 'Pablo Hernández', 'Embarba', 'Miku'], ['Manucho', 'Lass', 'Baena', 'Dorado', 'Bebé', 'Montiel', 'Álex Campos']]","[[70, 77, 70, 76, 70, 75, 72, 80, 76, 73, 73], [76, 77, 78, 75, 72, 65, 60]]","[[70, 77, 78, 76, 72, 76, 77, 80, 76, 81, 73], [76, 80, 79, 75, 75, 80, 65]]"
2015,20,17/01/2016,Real Madrid,5-1,Sporting de Gijón,Estadio Santiago Bernabeu,Undiano Mallenco,"[['Keylor Navas', 'Carvajal', 'Pepe', 'Varane', 'Marcelo', 'Isco', 'Modrić', 'Kroos', 'Bale', 'Benzema', 'Cristiano Ronaldo'], ['Kovačić', 'Jesé', 'James Rodríguez', 'Casilla', 'Casemiro', 'Arbeloa', 'Danilo']]","[[82, 82, 84, 82, 83, 84, 87, 87, 87, 86, 93], [78, 78, 87, 80, 77, 78, 81]]","[[82, 85, 84, 89, 84, 89, 87, 89, 89, 86, 93], [86, 85, 93, 80, 81, 78, 87]]","[['Cuéllar', 'Lora', 'Meré', 'Luis Hernández', 'Isma López', 'Álex Menéndez', 'Jony', 'Nacho Cases', 'Sergio Álvarez', 'Halilović', 'Guerrero'], ['Dani Ndi', 'Rachid', 'Sanabria', 'Alberto', 'Guitián', 'Carmona', 'Pablo Pérez']]","[[76, 76, 71, 74, 73, 68, 77, 73, 75, 77, 72], [70, 66, 75, 70, 64, 72, 70]]","[[76, 76, 83, 76, 75, 74, 81, 73, 81, 91, 76], [79, 72, 86, 70, 68, 72, 77]]"
2015,20,17/01/2016,Getafe,3-1,Espanyol,Coliseum Alfonso Pérez,Clos Gómez,"[['Guaita', 'Damián Suárez', 'Cala', 'Vergini', 'Juan Rodríguez', 'Pedro León', 'Yoda', 'Sarabia', 'Lacen', 'Víctor', 'Álvaro Vázquez'], ['Šćepović', 'Moi Gómez', 'Mensah', 'Megyeri', 'Velázquez', 'Vigaray', 'Wanderson']]","[[77, 76, 73, 73, 74, 78, 72, 77, 76, 76, 75], [71, 76, 76, 71, 74, 69, 68]]","[[77, 77, 75, 74, 74, 78, 73, 82, 76, 78, 81], [73, 83, 84, 75, 81, 78, 78]]","[['Pau López', 'Álvaro', 'Rober', 'Roco', 'Víctor Álvarez', 'Hernán Pérez', 'Diop', 'Abraham', 'Salva Sevilla', 'Caicedo', 'Asensio'], ['Montañés', 'Jordán', 'Bardi', 'Duarte', 'Gerard Moreno', 'Burgui', 'Ciani']]","[[70, 76, 67, 75, 73, 74, 77, 73, 75, 78, 75], [74, 66, 74, 70, 75, 70, 76]]","[[77, 78, 72, 82, 79, 75, 77, 73, 75, 79, 87], [74, 73, 79, 80, 81, 79, 76]]"
2015,20,17/01/2016,Las Palmas,0-3,Atlético de Madrid,Estadio de Gran Canaria,Bikandi Garrido,"[['Javi Varas', 'Aythami', 'David García', 'Dani Castellano', 'Garrido', 'Tana', 'Roque Mesa', 'Vicente Gómez', 'Jonathan Viera', 'Willian José', 'El Zhar'], ['Wakaso', 'Araujo', 'Lizoain', 'Nauzet Alemán', 'Momo', 'Culio', 'Valerón']]","[[75, 72, 70, 69, 72, 70, 73, 68, 77, 71, 74], [72, 76, 68, 71, 69, 72, 74]]","[[75, 72, 70, 69, 72, 74, 75, 69, 79, 77, 74], [75, 80, 72, 71, 69, 72, 74]]","[['Oblak', 'Juanfran', 'Giménez', 'Godín', 'Filipe Luís', 'Saúl', 'Gabi', 'Augusto', 'Koke', 'Vietto', 'Griezmann'], ['Thomas', 'Carrasco', 'Moyá', 'Jackson Martínez', 'Savić', 'Correa', 'Jesús Gámez']]","[[82, 81, 79, 86, 82, 76, 81, 79, 83, 79, 84], [72, 78, 81, 83, 81, 77, 79]]","[[86, 81, 87, 86, 82, 83, 81, 79, 87, 86, 89], [79, 84, 81, 83, 85, 88, 79]]"
2015,20,17/01/2016,Barcelona,6-0,Athletic Club,Camp Nou,Mateu Lahoz,"[['Claudio Bravo', 'Aleix Vidal', 'Mascherano', 'Piqué', 'Jordi Alba', 'Iniesta', 'Busquets', 'Rakitić', 'Neymar', 'Messi', 'Luis Suárez'], ['Sergi Roberto', 'Arda Turan', 'Bartra', 'Ter Stegen', 'Dani Alves', 'Munir', 'Vermaelen']]","[[83, 79, 83, 85, 84, 88, 86, 85, 90, 94, 90], [78, 83, 80, 82, 84, 73, 80]]","[[83, 81, 83, 85, 86, 88, 87, 86, 94, 94, 90], [84, 83, 83, 88, 84, 85, 80]]","[['Iraizoz', 'De Marcos', 'Bóveda', 'Etxeita', 'Laporte', 'Balenziaga', 'Beñat', 'San José', 'Eraso', 'Muniain', 'Williams'], ['Iturraspe', 'Sabin Merino', 'Herrerín', 'Susaeta', 'Mikel Rico', 'Gurpegui', 'Lekue']]","[[79, 80, 76, 77, 83, 79, 80, 80, 73, 80, 76], [81, 73, 74, 78, 78, 79, 70]]","[[79, 82, 77, 77, 87, 79, 80, 82, 77, 85, 84], [83, 79, 74, 78, 78, 79, 78]]"
2015,20,18/01/2016,Eibar,5-1,Granada,Estadio Municipal de Ipurua,Sánchez Martínez,"[['Riesgo', 'Capa', 'Mauro dos Santos', 'Ramis', 'Luna', 'Adrián', 'Keko', 'Dani García', 'Inui', 'Sergi Enrich', 'Borja Bastón'], ['Saúl Berjón', 'Verdi', 'Juncà', 'Irureta', 'Eddy Silvestre', 'Ekiza', 'Barrenetxea']]","[[71, 73, 72, 74, 73, 73, 72, 74, 74, 71, 74], [76, 74, 70, 75, 69, 75, 54]]","[[71, 78, 74, 74, 78, 74, 76, 76, 75, 73, 82], [76, 80, 76, 75, 75, 76, 62]]","[['Andrés Fernández', 'Foulquier', 'Mainz', 'Lombán', 'Agbo', 'Krhin', 'Rubén Pérez', 'Biraghi', 'Peñaranda', 'Edgar', 'Success'], ['Fran Rico', 'El-Arabi', 'Miguel Lopes', 'Kelava', 'Babin', 'Rober Ibáñez', 'Dória']]","[[77, 71, 72, 74, 63, 75, 76, 73, 70, 73, 70], [75, 75, 76, 71, 74, 73, 75]]","[[77, 77, 72, 74, 73, 79, 78, 79, 84, 79, 82], [75, 75, 76, 71, 74, 80, 81]]"
2015,21,22/01/2016,Sporting de Gijón,5-1,Real Sociedad,El Molinón,Fernández Borbalán,"[['Cuéllar', 'Lora', 'Meré', 'Luis Hernández', 'Isma López', 'Dani Ndi', 'Rachid', 'Jony', 'Carmona', 'Sergio Álvarez', 'Sanabria'], ['Mascarell', 'Álex Menéndez', 'Halilović', 'Alberto', 'Nacho Cases', 'Carlos Castro', 'Pablo Pérez']]","[[76, 76, 71, 74, 73, 70, 66, 77, 72, 75, 75], [71, 68, 77, 70, 73, 69, 70]]","[[76, 76, 83, 76, 75, 79, 72, 81, 72, 81, 86], [78, 74, 91, 70, 73, 77, 77]]","[['Rulli', 'Elustondo', 'Zaldúa', 'Iñigo Martínez', 'Héctor Hernández', 'Xabi Prieto', 'Markel Bergara', 'Illarramendi', 'Jonathas', 'Carlos Vela', 'Bruma'], ['Rubén Pardo', 'Oyarzabal', 'Mikel González', 'Oier Olazábal', 'Ansotegi', 'Diego Reyes', 'De la Bella']]","[[79, 71, 72, 80, 67, 77, 76, 79, 79, 81, 76], [77, 71, 76, 70, 74, 75, 77]]","[[86, 79, 78, 84, 73, 77, 76, 81, 80, 82, 85], [83, 83, 76, 72, 74, 83, 77]]"
2015,21,23/01/2016,Málaga,1-2,Barcelona,La Rosaleda,Clos Gómez,"[['Kameni', 'Rosales', 'Angeleri', 'Weligton', 'Miguel Torres', 'Juanpi Añor', 'Recio', 'Camacho', 'Chori Castro', 'Čop', 'Charles'], ['Duda', 'Pablo Fornals', 'Santa Cruz', 'Ochoa', 'Albentosa', 'Ricardo Horta', 'Tissone']]","[[79, 76, 76, 78, 74, 75, 76, 80, 81, 72, 76], [73, 71, 74, 79, 74, 74, 75]]","[[79, 77, 76, 78, 74, 85, 80, 83, 81, 74, 76], [73, 79, 74, 79, 75, 83, 75]]","[['Claudio Bravo', 'Aleix Vidal', 'Vermaelen', 'Mascherano', 'Adriano', 'Iniesta', 'Arda Turan', 'Busquets', 'Munir', 'Messi', 'Luis Suárez'], ['Rakitić', 'Sergi Roberto', 'Mathieu', 'Ter Stegen', 'Dani Alves', 'Bartra', 'Sandro']]","[[83, 79, 80, 83, 79, 88, 83, 86, 73, 94, 90], [85, 78, 82, 82, 84, 80, 72]]","[[83, 81, 80, 83, 79, 88, 83, 87, 85, 94, 90], [85, 84, 82, 88, 84, 83, 84]]"
2015,21,23/01/2016,Espanyol,2-2,Villarreal,Power8 Stadium,Pérez Montero,"[['Pau López', 'Álvaro', 'Javi López', 'Roco', 'Duarte', 'Jordán', 'Diop', 'Caicedo', 'Burgui', 'Gerard Moreno', 'Asensio'], ['Víctor Álvarez', 'Salva Sevilla', 'Bardi', 'Abraham', 'Ciani', 'Fuentes', 'Mamadou Sylla']]","[[71, 76, 76, 75, 70, 66, 77, 78, 70, 75, 75], [73, 75, 74, 73, 76, 71, 68]]","[[78, 78, 76, 82, 80, 73, 77, 79, 79, 81, 87], [79, 75, 79, 73, 76, 73, 77]]","[['Areola', 'Mario Gaspar', 'Eric Bailly', 'Musacchio', 'Jaume Costa', 'Bruno Soriano', 'Denis Suárez', 'Manu Trigueros', 'Jonathan dos Santos', 'Bakambu', 'Soldado'], ['Leo Baptistão', 'Bonera', 'Barbosa', 'Pina', 'Samu Castillejo', 'Rukavina', 'Nahuel']]","[[78, 79, 78, 81, 77, 81, 78, 79, 79, 79, 80], [78, 75, 75, 78, 77, 76, 73]]","[[86, 83, 86, 85, 78, 81, 85, 84, 83, 84, 80], [83, 75, 75, 78, 85, 76, 85]]"
2015,21,23/01/2016,Granada,3-2,Getafe,Estadio Nuevo Los Carmenes,De Burgos Bengoetxea,"[['Andrés Fernández', 'Foulquier', 'Miguel Lopes', 'Babin', 'Lombán', 'Rubén Pérez', 'Fran Rico', 'Rochina', 'Edgar', 'Success', 'El-Arabi'], ['Krhin', 'Rober Ibáñez', 'Javi Márquez', 'Kelava', 'Dória', 'Salva Ruiz', 'Thievy']]","[[77, 71, 76, 74, 74, 76, 75, 73, 73, 70, 75], [75, 73, 74, 71, 75, 67, 71]]","[[77, 77, 76, 74, 74, 78, 75, 79, 79, 82, 75], [79, 80, 74, 71, 81, 75, 76]]","[['Guaita', 'Damián Suárez', 'Cala', 'Vergini', 'Juan Rodríguez', 'Pedro León', 'Yoda', 'Sarabia', 'Lacen', 'Víctor', 'Álvaro Vázquez'], ['Wanderson', 'Moi Gómez', 'Šćepović', 'Megyeri', 'Velázquez', 'Vigaray', 'Mensah']]","[[77, 76, 73, 73, 74, 78, 72, 77, 76, 76, 75], [69, 76, 71, 71, 74, 69, 76]]","[[77, 77, 75, 74, 74, 78, 73, 82, 76, 78, 81], [79, 83, 73, 75, 81, 78, 84]]"
2015,21,23/01/2016,Rayo Vallecano,3-0,Celta de Vigo,Estadio de Vallecas,Jaime Latre,"[['Juan Carlos', 'Tito', 'Llorente', 'Zé Castro', 'Quini', 'Nacho', 'Jozabed', 'Trashorras', 'Bebé', 'Pablo Hernández', 'Miku'], ['Dorado', 'Javi Guerra', 'Montiel', 'Yoel', 'Baena', 'Manucho', 'Juancho']]","[[70, 77, 72, 76, 70, 75, 72, 80, 72, 76, 73], [75, 74, 67, 72, 78, 76, 58]]","[[70, 77, 80, 76, 72, 76, 76, 80, 75, 76, 73], [75, 74, 82, 73, 79, 76, 70]]","[['Sergio Álvarez', 'Hugo Mallo', 'Goldar', 'Sergi Gómez', 'Planas', 'Borja', 'Señé', 'Dražić', 'Radoja', 'Beauvue', 'Bongonda'], ['Pablo Hernández', 'Pape Cheikh', 'Jonny', 'Rubén Blanco', 'Guidetti', 'Orellana', 'Cabral']]","[[76, 78, 64, 73, 71, 72, 69, 70, 76, 77, 71], [76, 60, 76, 69, 74, 80, 77]]","[[76, 84, 75, 81, 75, 72, 75, 82, 82, 78, 84], [76, 74, 82, 80, 80, 80, 77]]"
2015,21,24/01/2016,Athletic Club,5-2,Eibar,San Mamés,Gil Manzano,"[['Herrerín', 'De Marcos', 'Bóveda', 'Laporte', 'Balenziaga', 'Susaeta', 'Beñat', 'San José', 'Muniain', 'Sabin Merino', 'Aduriz'], ['Lekue', 'Viguera', 'Mikel Rico', 'Elustondo', 'Williams', 'Gurpegui', 'Remiro']]","[[74, 80, 76, 83, 79, 78, 80, 80, 80, 73, 82], [70, 71, 78, 75, 76, 79, 70]]","[[74, 82, 77, 87, 79, 78, 80, 82, 85, 79, 82], [78, 71, 78, 75, 84, 79, 78]]","[['Riesgo', 'Capa', 'Mauro dos Santos', 'Ramis', 'Juncà', 'Adrián', 'Keko', 'Dani García', 'Saúl Berjón', 'Sergi Enrich', 'Borja Bastón'], ['Pantić', 'Jota Peleteiro', 'Escalante', 'Irureta', 'Verdi', 'Inui', 'Ekiza']]","[[71, 73, 72, 74, 70, 73, 73, 74, 76, 71, 74], [73, 69, 73, 75, 74, 74, 75]]","[[71, 78, 74, 74, 76, 74, 77, 76, 76, 73, 82], [77, 74, 83, 75, 80, 75, 75]]"
2015,21,24/01/2016,Atlético de Madrid,0-0,Sevilla,Vicente Calderón,Iglesias Villanueva,"[['Oblak', 'Juanfran', 'Savić', 'Godín', 'Filipe Luís', 'Saúl', 'Gabi', 'Augusto', 'Koke', 'Vietto', 'Griezmann'], ['Carrasco', 'Jackson Martínez', 'Correa', 'Moyá', 'Jesús Gámez', 'Thomas', 'Giménez']]","[[82, 81, 81, 86, 82, 76, 81, 79, 83, 79, 84], [78, 83, 77, 81, 79, 72, 79]]","[[86, 81, 85, 86, 82, 83, 81, 79, 87, 86, 89], [84, 83, 88, 81, 79, 79, 87]]","[['Sergio Rico', 'Coke', 'Carriço', 'Rami', 'Escudero', 'Trémoulinas', 'Banega', ""N'Zonzi"", 'Krychowiak', 'Vitolo', 'Llorente'], ['Krohn-Dehli', 'Cristóforo', 'Gameiro', 'Kolodzciejczak', 'Reyes', 'Konoplyanka', 'David Soria']]","[[76, 80, 80, 79, 73, 81, 81, 79, 82, 81, 80], [79, 72, 79, 60, 79, 82, 62]]","[[85, 80, 81, 79, 75, 81, 82, 80, 84, 83, 80], [79, 80, 79, 64, 79, 84, 70]]"
2015,21,24/01/2016,Deportivo de La Coruña,1-1,Valencia,Estadio Municipal de Riazor,Melero López,"[['Lux', 'Juanfran', 'Arribas', 'Sidnei', 'Fernando Navarro', 'Fajr', 'Cani', 'Mosquera', 'Álex Bergantiños', 'Luis Alberto', 'Lucas Pérez'], ['Luisinho', 'Jonathan Rodríguez', 'Laure', 'Manu Fernández', 'Oriol Riera', 'Juan Domínguez', 'Lopo']]","[[76, 74, 75, 77, 75, 76, 74, 78, 74, 75, 79], [74, 74, 74, 67, 72, 73, 60]]","[[76, 75, 77, 79, 75, 77, 74, 79, 74, 83, 80], [74, 82, 74, 67, 72, 75, 71]]","[['Ryan', 'Barragán', 'Abdennour', 'Mustafi', 'Gayà', 'Zahibo', 'André Gomes', 'Danilo', 'Parejo', 'Santi Mina', 'Negredo'], ['Rubén Vezo', 'Rodrigo', 'Bakkali', 'Aderlan Santos', 'Piatti', 'De Paul', 'Jaume']]","[[78, 76, 81, 82, 80, 64, 80, 78, 82, 75, 81], [76, 79, 76, 80, 79, 77, 74]]","[[83, 76, 83, 87, 87, 74, 87, 85, 84, 84, 81], [83, 83, 85, 82, 81, 85, 78]]"
2015,21,24/01/2016,Betis,1-1,Real Madrid,Benito Villamarín,Martínez Munuera,"[['Adán', 'Molinero', 'Pezzella', 'Bruno', 'Vargas', 'Fabián', ""N'Diaye"", 'Cejudo', 'Kadir', 'Petros', 'Rubén Castro'], ['Joaquín', 'Portillo', 'Dani Ceballos', 'Dani Giménez', 'Digard', 'Jorge Molina', 'Varela']]","[[77, 72, 73, 74, 76, 70, 77, 74, 73, 76, 79], [79, 75, 74, 70, 76, 75, 71]]","[[77, 72, 79, 78, 76, 86, 79, 74, 73, 78, 79], [79, 76, 87, 70, 76, 75, 81]]","[['Keylor Navas', 'Danilo', 'Pepe', 'Varane', 'Marcelo', 'Isco', 'Modrić', 'James Rodríguez', 'Kroos', 'Benzema', 'Cristiano Ronaldo'], ['Jesé', 'Carvajal', 'Casilla', 'Nacho', 'Casemiro', 'Kovačić', 'Lucas Vázquez']]","[[82, 81, 84, 82, 83, 84, 87, 87, 87, 86, 93], [78, 82, 80, 75, 77, 78, 77]]","[[82, 87, 84, 89, 84, 89, 87, 93, 89, 86, 93], [85, 85, 80, 77, 81, 86, 82]]"
2015,21,25/01/2016,Levante,3-2,Las Palmas,Ciutat de Valencia,Velasco Carballo,"[['Mariño', 'Pedro López', 'Feddal', 'David Navarro', 'Toño', 'Xumetra', 'Lerma', 'Verza', 'Camarasa', 'Deyverson', 'Morales'], ['Simão Junior', 'Rossi', 'Iván López', 'Rubén', 'Cuero', 'Trujillo', 'Ghilas']]","[[73, 72, 75, 75, 75, 71, 72, 75, 75, 76, 77], [75, 78, 74, 74, 73, 74, 73]]","[[77, 72, 76, 75, 77, 71, 81, 75, 83, 82, 77], [76, 78, 82, 74, 80, 74, 77]]","[['Javi Varas', 'David Simón', 'Aythami', 'David García', 'Dani Castellano', 'Tana', 'Valerón', 'Roque Mesa', 'Wakaso', 'Jonathan Viera', 'Willian José'], ['El Zhar', 'Araujo', 'Lizoain', 'Momo', 'Culio', 'Garrido', 'Nili']]","[[75, 74, 72, 70, 69, 70, 74, 73, 72, 77, 71], [74, 76, 68, 69, 72, 72, 64]]","[[75, 76, 72, 70, 69, 74, 74, 75, 75, 79, 77], [74, 80, 72, 69, 72, 72, 74]]"
2015,22,30/01/2016,Barcelona,2-1,Atlético de Madrid,Camp Nou,Undiano Mallenco,"[['Claudio Bravo', 'Dani Alves', 'Mascherano', 'Piqué', 'Jordi Alba', 'Iniesta', 'Busquets', 'Rakitić', 'Neymar', 'Messi', 'Luis Suárez'], ['Arda Turan', 'Sergi Roberto', 'Ter Stegen', 'Munir', 'Aleix Vidal', 'Vermaelen', 'Mathieu']]","[[83, 84, 83, 85, 84, 88, 86, 85, 90, 94, 90], [83, 78, 82, 73, 79, 80, 82]]","[[83, 84, 83, 85, 86, 88, 87, 85, 94, 94, 90], [83, 84, 88, 85, 81, 80, 82]]","[['Oblak', 'Juanfran', 'Giménez', 'Godín', 'Filipe Luís', 'Saúl', 'Gabi', 'Augusto', 'Koke', 'Carrasco', 'Griezmann'], ['Savić', 'Thomas', 'Jesús Gámez', 'Moyá', 'Óliver Torres', 'Jackson Martínez', 'Vietto']]","[[82, 81, 80, 86, 82, 76, 81, 79, 83, 78, 84], [81, 72, 79, 81, 79, 83, 79]]","[[86, 81, 87, 86, 82, 83, 81, 79, 87, 84, 89], [85, 79, 79, 81, 87, 83, 86]]"
2015,22,30/01/2016,Eibar,1-2,Málaga,Estadio Municipal de Ipurua,Mateu Lahoz,"[['Riesgo', 'Capa', 'Mauro dos Santos', 'Pantić', 'Juncà', 'Keko', 'Dani García', 'Inui', 'Escalante', 'Sergi Enrich', 'Borja Bastón'], ['Ekiza', 'Jota Peleteiro', 'Adrián', 'Irureta', 'Hajrović', 'Lillo', 'Saúl Berjón']]","[[71, 73, 72, 73, 70, 73, 74, 74, 73, 71, 74], [75, 69, 73, 75, 74, 72, 76]]","[[71, 78, 74, 77, 76, 77, 76, 75, 83, 73, 82], [75, 74, 74, 75, 79, 74, 76]]","[['Kameni', 'Rosales', 'Filipenko', 'Albentosa', 'Miguel Torres', 'Juanpi Añor', 'Recio', 'Camacho', 'Chori Castro', 'Čop', 'Charles'], ['Boka', 'Santa Cruz', 'Pablo Fornals', 'Ochoa', 'Ricardo Horta', 'Atsu', 'Tissone']]","[[79, 76, 73, 74, 74, 75, 76, 80, 81, 72, 76], [77, 74, 71, 79, 74, 76, 75]]","[[79, 77, 74, 75, 74, 85, 80, 83, 81, 74, 76], [77, 74, 79, 79, 83, 81, 75]]"
2015,22,30/01/2016,Getafe,0-1,Athletic Club,Coliseum Alfonso Pérez,Estrada Fernández,"[['Guaita', 'Damián Suárez', 'Cala', 'Velázquez', 'Roberto Lago', 'Juan Rodríguez', 'Moi Gómez', 'Pedro León', 'Lacen', 'Víctor', 'Šćepović'], ['Yoda', 'Álvaro Vázquez', 'Wanderson', 'Megyeri', 'Vergini', 'Vigaray', 'Mensah']]","[[77, 76, 73, 74, 74, 74, 76, 78, 76, 76, 71], [72, 75, 70, 71, 73, 69, 76]]","[[77, 77, 75, 81, 74, 74, 83, 78, 76, 78, 73], [73, 81, 78, 75, 74, 78, 84]]","[['Iraizoz', 'De Marcos', 'Gurpegui', 'Etxeita', 'Balenziaga', 'Beñat', 'San José', 'Eraso', 'Williams', 'Sabin Merino', 'Aduriz'], ['Laporte', 'Viguera', 'Lekue', 'Herrerín', 'Iturraspe', 'Susaeta', 'Mikel Rico']]","[[79, 80, 79, 77, 79, 80, 80, 73, 76, 73, 82], [83, 71, 70, 74, 81, 78, 78]]","[[79, 82, 79, 77, 79, 80, 82, 77, 84, 79, 82], [87, 71, 78, 74, 82, 78, 78]]"
2015,22,30/01/2016,Villarreal,1-0,Granada,El Madrigal,Del Cerro Grande,"[['Areola', 'Mario Gaspar', 'Víctor Ruiz', 'Musacchio', 'Jaume Costa', 'Bruno Soriano', 'Denis Suárez', 'Manu Trigueros', 'Jonathan dos Santos', 'Bakambu', 'Soldado'], ['Samu Castillejo', 'Leo Baptistão', 'Nahuel', 'Barbosa', 'Pina', 'Rukavina', 'Bonera']]","[[79, 79, 80, 81, 77, 81, 79, 79, 79, 79, 80], [77, 78, 73, 75, 78, 76, 75]]","[[87, 83, 81, 85, 78, 81, 86, 84, 83, 84, 80], [85, 83, 85, 75, 78, 76, 75]]","[['Andrés Fernández', 'Foulquier', 'Babin', 'Lombán', 'Rubén Pérez', 'Fran Rico', 'Biraghi', 'Rochina', 'Success', 'El-Arabi', 'Rober Ibáñez'], ['Barral', 'Krhin', 'Miguel Lopes', 'Kelava', 'Javi Márquez', 'Dória', 'Salva Ruiz']]","[[77, 71, 74, 74, 76, 75, 73, 73, 70, 75, 73], [74, 75, 76, 71, 74, 75, 67]]","[[77, 77, 74, 74, 78, 75, 79, 79, 82, 75, 80], [74, 79, 76, 71, 74, 81, 75]]"
2015,22,30/01/2016,Real Sociedad,2-1,Betis,Anoeta,Prieto Iglesias,"[['Rulli', 'Elustondo', 'Iñigo Martínez', 'Mikel González', 'Héctor Hernández', 'Rubén Pardo', 'Xabi Prieto', 'Illarramendi', 'Oyarzabal', 'Jonathas', 'Carlos Vela'], ['Bruma', 'Markel Bergara', 'Zaldúa', 'Oier Olazábal', 'Ansotegi', 'Diego Reyes', 'Capilla']]","[[79, 71, 80, 76, 67, 77, 77, 79, 71, 79, 81], [76, 76, 72, 70, 74, 75, 63]]","[[86, 79, 84, 76, 73, 83, 77, 81, 83, 80, 82], [85, 76, 78, 72, 74, 83, 74]]","[['Adán', 'Molinero', 'Pezzella', 'Bruno', 'Varela', 'Fabián', 'Portillo', ""N'Diaye"", 'Cejudo', 'Petros', 'Rubén Castro'], ['Joaquín', 'Dani Ceballos', 'Van Wolfswinkel', 'Dani Giménez', 'Xavi Torres', 'Digard', 'Jorge Molina']]","[[77, 72, 73, 74, 71, 70, 75, 77, 74, 76, 79], [79, 74, 73, 70, 74, 76, 75]]","[[77, 72, 79, 78, 81, 86, 76, 79, 74, 78, 79], [79, 87, 74, 70, 74, 76, 75]]"
